project_id,site_id,num_days,data_type,date,start_date,end_date,year,deployment_id,is_blank,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,timestamp,number_of_objects,age,sex,animal_recognizable,individual_id,individual_animal_notes,behavior,highlighted,markings,cv_confidence,license,bounding_boxes,class_cemap,DH_data_source,CEMAP_common_name,Plotting_label,CEMAP_Group,CEMAP_combined,CEMAP_sci_name,cdfw_region,cannabis
2002875,SAHE2,77,SA,6/21/2023,6/13/2023,8/28/2023,2023,SA-SAHE2-2023,0,5a06cb57-9553-46f9-ace2-fcfddbcdc753,Mammalia,Rodentia,Sciuridae,Neotamias,NA,Neotamias Species,NA,2023-06-21T10:35:53Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Neotamias Species,Chipmunk Species,Neotamias Species,Neotamias Species,NA,2,0
2002875,SAHE3,77,SA,8/8/2023,6/13/2023,8/28/2023,2023,SA-SAHE3-2023,0,26a96746-25c9-406e-b3a1-1658f81ae0af,Mammalia,Eulipotyphla,Soricidae,NA,NA,Soricidae Family,NA,2023-08-08T22:12:55Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Soricidae Family,Shrew Family,Soricidae Family,Soricidae Family,NA,2,0
2002875,SAHE1,77,SA,8/8/2023,6/13/2023,8/28/2023,2023,SA-SAHE1-2023,0,26a96746-25c9-406e-b3a1-1658f81ae0af,Mammalia,Eulipotyphla,Soricidae,NA,NA,Soricidae Family,NA,2023-08-08T22:12:55Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Soricidae Family,Shrew Family,Soricidae Family,Soricidae Family,NA,2,0
2002875,SAHE2,77,SA,8/8/2023,6/13/2023,8/28/2023,2023,SA-SAHE2-2023,0,26a96746-25c9-406e-b3a1-1658f81ae0af,Mammalia,Eulipotyphla,Soricidae,NA,NA,Soricidae Family,NA,2023-08-08T22:12:56Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Soricidae Family,Shrew Family,Soricidae Family,Soricidae Family,NA,2,0
2002875,SAHE3,77,SA,8/8/2023,6/13/2023,8/28/2023,2023,SA-SAHE3-2023,0,26a96746-25c9-406e-b3a1-1658f81ae0af,Mammalia,Eulipotyphla,Soricidae,NA,NA,Soricidae Family,NA,2023-08-08T22:12:58Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Soricidae Family,Shrew Family,Soricidae Family,Soricidae Family,NA,2,0
2002875,SAHE1,77,SA,8/8/2023,6/13/2023,8/28/2023,2023,SA-SAHE1-2023,0,26a96746-25c9-406e-b3a1-1658f81ae0af,Mammalia,Eulipotyphla,Soricidae,NA,NA,Soricidae Family,NA,2023-08-08T22:12:58Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Soricidae Family,Shrew Family,Soricidae Family,Soricidae Family,NA,2,0
2002875,SAHE2,77,SA,8/8/2023,6/13/2023,8/28/2023,2023,SA-SAHE2-2023,0,26a96746-25c9-406e-b3a1-1658f81ae0af,Mammalia,Eulipotyphla,Soricidae,NA,NA,Soricidae Family,NA,2023-08-08T22:12:59Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Soricidae Family,Shrew Family,Soricidae Family,Soricidae Family,NA,2,0
2002875,SAHE3,77,SA,8/8/2023,6/13/2023,8/28/2023,2023,SA-SAHE3-2023,0,26a96746-25c9-406e-b3a1-1658f81ae0af,Mammalia,Eulipotyphla,Soricidae,NA,NA,Soricidae Family,NA,2023-08-08T22:13:00Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Soricidae Family,Shrew Family,Soricidae Family,Soricidae Family,NA,2,0
2002875,SAHE1,77,SA,6/21/2023,6/13/2023,8/28/2023,2023,SA-SAHE1-2023,0,5a06cb57-9553-46f9-ace2-fcfddbcdc753,Mammalia,Rodentia,Sciuridae,Neotamias,NA,Neotamias Species,NA,2023-06-21T10:35:54Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Neotamias Species,Chipmunk Species,Neotamias Species,Neotamias Species,NA,2,0
2002875,SAHE2,77,SA,8/9/2023,6/13/2023,8/28/2023,2023,SA-SAHE2-2023,0,26a96746-25c9-406e-b3a1-1658f81ae0af,Mammalia,Eulipotyphla,Soricidae,NA,NA,Soricidae Family,NA,2023-08-09T00:43:43Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Soricidae Family,Shrew Family,Soricidae Family,Soricidae Family,NA,2,0
2002875,SAHE3,77,SA,8/9/2023,6/13/2023,8/28/2023,2023,SA-SAHE3-2023,0,26a96746-25c9-406e-b3a1-1658f81ae0af,Mammalia,Eulipotyphla,Soricidae,NA,NA,Soricidae Family,NA,2023-08-09T00:43:44Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Soricidae Family,Shrew Family,Soricidae Family,Soricidae Family,NA,2,0
2002875,SAHE1,77,SA,8/9/2023,6/13/2023,8/28/2023,2023,SA-SAHE1-2023,0,26a96746-25c9-406e-b3a1-1658f81ae0af,Mammalia,Eulipotyphla,Soricidae,NA,NA,Soricidae Family,NA,2023-08-09T00:43:45Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Soricidae Family,Shrew Family,Soricidae Family,Soricidae Family,NA,2,0
2002875,SAHE2,77,SA,8/9/2023,6/13/2023,8/28/2023,2023,SA-SAHE2-2023,0,26a96746-25c9-406e-b3a1-1658f81ae0af,Mammalia,Eulipotyphla,Soricidae,NA,NA,Soricidae Family,NA,2023-08-09T00:43:45Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Soricidae Family,Shrew Family,Soricidae Family,Soricidae Family,NA,2,0
2002875,SAHE3,77,SA,8/9/2023,6/13/2023,8/28/2023,2023,SA-SAHE3-2023,0,26a96746-25c9-406e-b3a1-1658f81ae0af,Mammalia,Eulipotyphla,Soricidae,NA,NA,Soricidae Family,NA,2023-08-09T00:43:46Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Soricidae Family,Shrew Family,Soricidae Family,Soricidae Family,NA,2,0
2002875,SAHE1,77,SA,8/9/2023,6/13/2023,8/28/2023,2023,SA-SAHE1-2023,0,26a96746-25c9-406e-b3a1-1658f81ae0af,Mammalia,Eulipotyphla,Soricidae,NA,NA,Soricidae Family,NA,2023-08-09T00:53:14Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Soricidae Family,Shrew Family,Soricidae Family,Soricidae Family,NA,2,0
2002875,SAHE2,77,SA,8/9/2023,6/13/2023,8/28/2023,2023,SA-SAHE2-2023,0,26a96746-25c9-406e-b3a1-1658f81ae0af,Mammalia,Eulipotyphla,Soricidae,NA,NA,Soricidae Family,NA,2023-08-09T00:53:14Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Soricidae Family,Shrew Family,Soricidae Family,Soricidae Family,NA,2,0
2002875,SAHE3,77,SA,8/9/2023,6/13/2023,8/28/2023,2023,SA-SAHE3-2023,0,26a96746-25c9-406e-b3a1-1658f81ae0af,Mammalia,Eulipotyphla,Soricidae,NA,NA,Soricidae Family,NA,2023-08-09T00:53:15Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Soricidae Family,Shrew Family,Soricidae Family,Soricidae Family,NA,2,0
2002875,SAHE1,77,SA,8/9/2023,6/13/2023,8/28/2023,2023,SA-SAHE1-2023,0,26a96746-25c9-406e-b3a1-1658f81ae0af,Mammalia,Eulipotyphla,Soricidae,NA,NA,Soricidae Family,NA,2023-08-09T00:53:18Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Soricidae Family,Shrew Family,Soricidae Family,Soricidae Family,NA,2,0
2002875,SAHE2,77,SA,6/21/2023,6/13/2023,8/28/2023,2023,SA-SAHE2-2023,0,5a06cb57-9553-46f9-ace2-fcfddbcdc753,Mammalia,Rodentia,Sciuridae,Neotamias,NA,Neotamias Species,NA,2023-06-21T10:35:54Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Neotamias Species,Chipmunk Species,Neotamias Species,Neotamias Species,NA,2,0
2002875,SAHE3,77,SA,8/9/2023,6/13/2023,8/28/2023,2023,SA-SAHE3-2023,0,26a96746-25c9-406e-b3a1-1658f81ae0af,Mammalia,Eulipotyphla,Soricidae,NA,NA,Soricidae Family,NA,2023-08-09T00:53:18Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Soricidae Family,Shrew Family,Soricidae Family,Soricidae Family,NA,2,0
2002875,SAHE1,77,SA,8/9/2023,6/13/2023,8/28/2023,2023,SA-SAHE1-2023,0,26a96746-25c9-406e-b3a1-1658f81ae0af,Mammalia,Eulipotyphla,Soricidae,NA,NA,Soricidae Family,NA,2023-08-09T00:53:20Z,1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,CC-BY,NA,Mammal,SA_WI,Soricidae Family,Shrew Family,Soricidae Family,Soricidae Family,NA,2,0
